cue,key,selection_group,audio_type,sisnr_i,content_mismatch_rate,joint_content_waveform_rate,speaker_mismatch_rate_1s,reference_text,asr_text,wer_to_target,token_f1_to_target,path
context,1320-122617-0015_672-122797-0051__T2__SCV2TTS__672-672-122797-0051__VOICE__1320,content_drift,est,-22.382797077649244,1.0,1.0,0.0,I AM BY NO MEANS OLD SAID THE FIR TREE,CLEVINASK WAS NOST A TOM,1.0,0.0,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/context/inference_full/est_wav/1320-122617-0015_672-122797-0051__T2__SCV2TTS__672-672-122797-0051__VOICE__1320.wav
context,1320-122617-0015_672-122797-0051__T2__SCV2TTS__672-672-122797-0051__VOICE__1320,content_drift,target_clean,-22.382797077649244,1.0,1.0,0.0,I AM BY NO MEANS OLD SAID THE FIR TREE,I AM,0.8,0.33333333333333337,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/1320-122617-0015_672-122797-0051__T2__SCV2TTS__672-672-122797-0051__VOICE__1320.wav
context,1320-122617-0015_672-122797-0051__T2__SCV2TTS__672-672-122797-0051__VOICE__1320,content_drift,synthetic_interferer,-22.382797077649244,1.0,1.0,0.0,I AM BY NO MEANS OLD SAID THE FIR TREE,BUT EVIDENCE WAS AVTYFONT,1.0,0.0,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/1320-122617-0015_672-122797-0051__T2__SCV2TTS__672-672-122797-0051__VOICE__1320.wav
context,7176-88083-0013_672-122797-0058__T2__SCV2TTS__672-672-122797-0058__VOICE__7176,content_drift,est,-21.226332305229377,1.0,1.0,0.0,WHO IS HUMPY DUMPY ASKED THE MICE,OURS POMPEGAMPRIASCRODIT,1.0,0.0,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/context/inference_full/est_wav/7176-88083-0013_672-122797-0058__T2__SCV2TTS__672-672-122797-0058__VOICE__7176.wav
context,7176-88083-0013_672-122797-0058__T2__SCV2TTS__672-672-122797-0058__VOICE__7176,content_drift,target_clean,-21.226332305229377,1.0,1.0,0.0,WHO IS HUMPY DUMPY ASKED THE MICE,WHO IS U,0.7142857142857143,0.4,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/7176-88083-0013_672-122797-0058__T2__SCV2TTS__672-672-122797-0058__VOICE__7176.wav
context,7176-88083-0013_672-122797-0058__T2__SCV2TTS__672-672-122797-0058__VOICE__7176,content_drift,synthetic_interferer,-21.226332305229377,1.0,1.0,0.0,WHO IS HUMPY DUMPY ASKED THE MICE,I'LWASK A COM PREDEN PIAZSKA DITCH M,1.0,0.0,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/7176-88083-0013_672-122797-0058__T2__SCV2TTS__672-672-122797-0058__VOICE__7176.wav
context,672-122797-0061_260-123286-0018__T1__SCV2TTS__672-672-122797-0061__VOICE__260,content_drift,est,-19.91507605393082,1.0,1.0,0.0,DON'T YOU KNOW ONE ABOUT BACON AND TALLOW CANDLES CAN'T YOU TELL ANY LARDER STORIES,YOU DON'T LIKE COLONEL MAN ABIO MINTO THE INSOLUMN L ALL OUR TANVALS CENNA TELL ON E ARTITOR LS,1.1333333333333333,0.17647058823529413,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/context/inference_full/est_wav/672-122797-0061_260-123286-0018__T1__SCV2TTS__672-672-122797-0061__VOICE__260.wav
context,672-122797-0061_260-123286-0018__T1__SCV2TTS__672-672-122797-0061__VOICE__260,content_drift,target_clean,-19.91507605393082,1.0,1.0,0.0,DON'T YOU KNOW ONE ABOUT BACON AND TALLOW CANDLES CAN'T YOU TELL ANY LARDER STORIES,DON'T YOU KNOW ONE ABOUT BACON AND TALLOW CANDLES CAN'T YOU TELL ANY LARGER STORIES,0.06666666666666667,0.9333333333333333,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/672-122797-0061_260-123286-0018__T1__SCV2TTS__672-672-122797-0061__VOICE__260.wav
context,672-122797-0061_260-123286-0018__T1__SCV2TTS__672-672-122797-0061__VOICE__260,content_drift,synthetic_interferer,-19.91507605393082,1.0,1.0,0.0,DON'T YOU KNOW ONE ABOUT BACON AND TALLOW CANDLES CAN'T YOU TELL ANY LARDER STORIES,TIDOTWI CONEOMANEBIOTBICO ENTALON EL AO CANDALSCANANTELL AA ARTISTOI S,1.0,0.0,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/672-122797-0061_260-123286-0018__T1__SCV2TTS__672-672-122797-0061__VOICE__260.wav
context,672-122797-0060_8455-210777-0038__T1__SCV2TTS__672-672-122797-0060__VOICE__8455,content_drift,est,-19.27819102655101,1.0,1.0,0.0,IT IS A VERY STUPID STORY,STUPENSTOER,1.0,0.0,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/context/inference_full/est_wav/672-122797-0060_8455-210777-0038__T1__SCV2TTS__672-672-122797-0060__VOICE__8455.wav
context,672-122797-0060_8455-210777-0038__T1__SCV2TTS__672-672-122797-0060__VOICE__8455,content_drift,target_clean,-19.27819102655101,1.0,1.0,0.0,IT IS A VERY STUPID STORY,IT IS,0.6666666666666666,0.5,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/672-122797-0060_8455-210777-0038__T1__SCV2TTS__672-672-122797-0060__VOICE__8455.wav
context,672-122797-0060_8455-210777-0038__T1__SCV2TTS__672-672-122797-0060__VOICE__8455,content_drift,synthetic_interferer,-19.27819102655101,1.0,1.0,0.0,IT IS A VERY STUPID STORY,STUPANISTOA,1.0,0.0,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/672-122797-0060_8455-210777-0038__T1__SCV2TTS__672-672-122797-0060__VOICE__8455.wav
context,672-122797-0005_260-123440-0018__T2__SCV2TTS__260-260-123440-0018__VOICE__672,content_drift,est,-17.89870534834342,1.0,1.0,0.0,I AM VERY TIRED OF SWIMMING ABOUT HERE O MOUSE,I M YOUR EYE TURRED OFF SMILLY AT MY BETREON,0.9,0.10000000000000002,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/context/inference_full/est_wav/672-122797-0005_260-123440-0018__T2__SCV2TTS__260-260-123440-0018__VOICE__672.wav
context,672-122797-0005_260-123440-0018__T2__SCV2TTS__260-260-123440-0018__VOICE__672,content_drift,target_clean,-17.89870534834342,1.0,1.0,0.0,I AM VERY TIRED OF SWIMMING ABOUT HERE O MOUSE,I AM VERY TIRED OF SWIMMING ABOUT HERE O MOUSE,0.0,1.0,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/672-122797-0005_260-123440-0018__T2__SCV2TTS__260-260-123440-0018__VOICE__672.wav
context,672-122797-0005_260-123440-0018__T2__SCV2TTS__260-260-123440-0018__VOICE__672,content_drift,synthetic_interferer,-17.89870534834342,1.0,1.0,0.0,I AM VERY TIRED OF SWIMMING ABOUT HERE O MOUSE,I M VOUR E TARDOFF'SMA MIBETRIOMER,0.9,0.125,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/672-122797-0005_260-123440-0018__T2__SCV2TTS__260-260-123440-0018__VOICE__672.wav
context,260-123288-0009_1320-122617-0023__T1__SCV2TTS__260-260-123288-0009__VOICE__1320,content_drift,est,-17.276370985947054,1.0,1.0,0.0,THOSE CLOUDS SEEM AS IF THEY WERE GOING TO CRUSH THE SEA,DAS CINVADASIPA DOS AL MY,1.0,0.0,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/context/inference_full/est_wav/260-123288-0009_1320-122617-0023__T1__SCV2TTS__260-260-123288-0009__VOICE__1320.wav
context,260-123288-0009_1320-122617-0023__T1__SCV2TTS__260-260-123288-0009__VOICE__1320,content_drift,target_clean,-17.276370985947054,1.0,1.0,0.0,THOSE CLOUDS SEEM AS IF THEY WERE GOING TO CRUSH THE SEA,THOSE CLOUDS SEEM AS IF THEY WERE GOING TO,0.25,0.8571428571428571,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/260-123288-0009_1320-122617-0023__T1__SCV2TTS__260-260-123288-0009__VOICE__1320.wav
context,260-123288-0009_1320-122617-0023__T1__SCV2TTS__260-260-123288-0009__VOICE__1320,content_drift,synthetic_interferer,-17.276370985947054,1.0,1.0,0.0,THOSE CLOUDS SEEM AS IF THEY WERE GOING TO CRUSH THE SEA,GUESS OF  OTHVEDES OFE DOES COME AS,1.0,0.10526315789473685,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/260-123288-0009_1320-122617-0023__T1__SCV2TTS__260-260-123288-0009__VOICE__1320.wav
context,7021-79759-0000_672-122797-0065__T2__SCV2TTS__672-672-122797-0065__VOICE__7021,content_drift,est,-17.068279598422862,1.0,1.0,0.0,NOW THAT TOO IS OVER,NOIN FOR LOW,1.0,0.0,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/context/inference_full/est_wav/7021-79759-0000_672-122797-0065__T2__SCV2TTS__672-672-122797-0065__VOICE__7021.wav
context,7021-79759-0000_672-122797-0065__T2__SCV2TTS__672-672-122797-0065__VOICE__7021,content_drift,target_clean,-17.068279598422862,1.0,1.0,0.0,NOW THAT TOO IS OVER,NOW TH,0.8,0.28571428571428575,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/7021-79759-0000_672-122797-0065__T2__SCV2TTS__672-672-122797-0065__VOICE__7021.wav
context,7021-79759-0000_672-122797-0065__T2__SCV2TTS__672-672-122797-0065__VOICE__7021,content_drift,synthetic_interferer,-17.068279598422862,1.0,1.0,0.0,NOW THAT TOO IS OVER,NOOTULO,1.0,0.0,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/7021-79759-0000_672-122797-0065__T2__SCV2TTS__672-672-122797-0065__VOICE__7021.wav
context,5683-32866-0017_1580-141083-0053__T2__SCV2TTS__1580-1580-141083-0053__VOICE__5683,mixed_drift,est,-1.128145253028982,1.0,1.0,1.0,YOU HAVEN'T SEEN ANY OF THEM NO SIR,WHY O HAVEN'T THIS EASE ANY OF,0.875,0.39999999999999997,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/context/inference_full/est_wav/5683-32866-0017_1580-141083-0053__T2__SCV2TTS__1580-1580-141083-0053__VOICE__5683.wav
context,5683-32866-0017_1580-141083-0053__T2__SCV2TTS__1580-1580-141083-0053__VOICE__5683,mixed_drift,target_clean,-1.128145253028982,1.0,1.0,1.0,YOU HAVEN'T SEEN ANY OF THEM NO SIR,YOU HAVEN'T SEEN ANY OF THEM,0.25,0.8571428571428571,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/5683-32866-0017_1580-141083-0053__T2__SCV2TTS__1580-1580-141083-0053__VOICE__5683.wav
context,5683-32866-0017_1580-141083-0053__T2__SCV2TTS__1580-1580-141083-0053__VOICE__5683,mixed_drift,synthetic_interferer,-1.128145253028982,1.0,1.0,1.0,YOU HAVEN'T SEEN ANY OF THEM NO SIR,WHY OH YOU HAVE BEEN IN SEIT OFENOT,1.0,0.125,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/5683-32866-0017_1580-141083-0053__T2__SCV2TTS__1580-1580-141083-0053__VOICE__5683.wav
context,5683-32879-0022_6829-68769-0016__T1__SCV2TTS__5683-5683-32879-0022__VOICE__6829,mixed_drift,est,-1.8584397634690242,1.0,1.0,0.75,I LIKE YOU STILL RACHEL I'M SURE I'LL ALWAYS LIKE YOU,I LIKE HE AS HE TINK O LICE FARLELL MIS ON SYOA,0.9090909090909091,0.17391304347826086,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/context/inference_full/est_wav/5683-32879-0022_6829-68769-0016__T1__SCV2TTS__5683-5683-32879-0022__VOICE__6829.wav
context,5683-32879-0022_6829-68769-0016__T1__SCV2TTS__5683-5683-32879-0022__VOICE__6829,mixed_drift,target_clean,-1.8584397634690242,1.0,1.0,0.75,I LIKE YOU STILL RACHEL I'M SURE I'LL ALWAYS LIKE YOU,I LIKE YOU STILL RACHEL I'M SURE I,0.36363636363636365,0.7368421052631579,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/5683-32879-0022_6829-68769-0016__T1__SCV2TTS__5683-5683-32879-0022__VOICE__6829.wav
context,5683-32879-0022_6829-68769-0016__T1__SCV2TTS__5683-5683-32879-0022__VOICE__6829,mixed_drift,synthetic_interferer,-1.8584397634690242,1.0,1.0,0.75,I LIKE YOU STILL RACHEL I'M SURE I'LL ALWAYS LIKE YOU,I LIKE YE HOW YOU STILL I'M SQUIRREL ILL MIS LIKE YOU YOU,0.6363636363636364,0.5833333333333334,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/5683-32879-0022_6829-68769-0016__T1__SCV2TTS__5683-5683-32879-0022__VOICE__6829.wav
context,1580-141084-0001_237-134500-0022__T1__SCV2TTS__1580-1580-141084-0001__VOICE__237,mixed_drift,est,-1.4956062479681465,0.6666666666666666,0.6666666666666666,1.0,HE WAS PACING SWIFTLY UP AND DOWN HIS ROOM,HE WAS ANPSSING THIS WEARLE THATLET IU UP IN DOWN,0.8888888888888888,0.4210526315789474,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/context/inference_full/est_wav/1580-141084-0001_237-134500-0022__T1__SCV2TTS__1580-1580-141084-0001__VOICE__237.wav
context,1580-141084-0001_237-134500-0022__T1__SCV2TTS__1580-1580-141084-0001__VOICE__237,mixed_drift,target_clean,-1.4956062479681465,0.6666666666666666,0.6666666666666666,1.0,HE WAS PACING SWIFTLY UP AND DOWN HIS ROOM,HE WAS PACING SWIFTLY UP AND DOWN,0.2222222222222222,0.8750000000000001,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/1580-141084-0001_237-134500-0022__T1__SCV2TTS__1580-1580-141084-0001__VOICE__237.wav
context,1580-141084-0001_237-134500-0022__T1__SCV2TTS__1580-1580-141084-0001__VOICE__237,mixed_drift,synthetic_interferer,-1.4956062479681465,0.6666666666666666,0.6666666666666666,1.0,HE WAS PACING SWIFTLY UP AND DOWN HIS ROOM,I'S WIS PEIFTY O DLADDREW DID TO HIM,1.0,0.0,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/1580-141084-0001_237-134500-0022__T1__SCV2TTS__1580-1580-141084-0001__VOICE__237.wav
context,672-122797-0040_1089-134686-0036__T2__SCV2TTS__1089-1089-134686-0036__VOICE__672,mixed_drift,est,-0.06287049114251608,1.0,0.6666666666666666,1.0,A GREAT SAINT SAINT FRANCIS XAVIER,A GREATER SAFETY THANG RICY I SETTING TERAN,1.1666666666666667,0.14285714285714288,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/context/inference_full/est_wav/672-122797-0040_1089-134686-0036__T2__SCV2TTS__1089-1089-134686-0036__VOICE__672.wav
context,672-122797-0040_1089-134686-0036__T2__SCV2TTS__1089-1089-134686-0036__VOICE__672,mixed_drift,target_clean,-0.06287049114251608,1.0,0.6666666666666666,1.0,A GREAT SAINT SAINT FRANCIS XAVIER,A GREAT SAINT SAINT FRAN,0.3333333333333333,0.7272727272727272,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/672-122797-0040_1089-134686-0036__T2__SCV2TTS__1089-1089-134686-0036__VOICE__672.wav
context,672-122797-0040_1089-134686-0036__T2__SCV2TTS__1089-1089-134686-0036__VOICE__672,mixed_drift,synthetic_interferer,-0.06287049114251608,1.0,0.6666666666666666,1.0,A GREAT SAINT SAINT FRANCIS XAVIER,A GERS EIGHTY FRACY I SIX OF A YEAR,1.3333333333333333,0.13333333333333333,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/672-122797-0040_1089-134686-0036__T2__SCV2TTS__1089-1089-134686-0036__VOICE__672.wav
context,8455-210777-0017_260-123286-0013__T2__SCV2TTS__260-260-123286-0013__VOICE__8455,mixed_drift,est,-2.7283549985800373,1.0,1.0,0.6,THE SHADOW OF THE RAFT WAS CLEARLY OUTLINED UPON THE SURFACE OF THE WAVES,JESAN ANSHES AT DEROY HAVIN MOUSE ON APONE SURFES,1.0,0.0,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/context/inference_full/est_wav/8455-210777-0017_260-123286-0013__T2__SCV2TTS__260-260-123286-0013__VOICE__8455.wav
context,8455-210777-0017_260-123286-0013__T2__SCV2TTS__260-260-123286-0013__VOICE__8455,mixed_drift,target_clean,-2.7283549985800373,1.0,1.0,0.6,THE SHADOW OF THE RAFT WAS CLEARLY OUTLINED UPON THE SURFACE OF THE WAVES,THE SHADOW OF THE RAFT WAS CLEARLY OUTLINED UPON THE SURFACE,0.21428571428571427,0.88,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/8455-210777-0017_260-123286-0013__T2__SCV2TTS__260-260-123286-0013__VOICE__8455.wav
context,8455-210777-0017_260-123286-0013__T2__SCV2TTS__260-260-123286-0013__VOICE__8455,mixed_drift,synthetic_interferer,-2.7283549985800373,1.0,1.0,0.6,THE SHADOW OF THE RAFT WAS CLEARLY OUTLINED UPON THE SURFACE OF THE WAVES,GISTIASHISO OF TYROY AFTER MOSKI ALL OF TIME U PATES,0.9285714285714286,0.16666666666666666,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/8455-210777-0017_260-123286-0013__T2__SCV2TTS__260-260-123286-0013__VOICE__8455.wav
context,121-127105-0019_4446-2275-0029__T2__SCV2TTS__4446-4446-2275-0029__VOICE__121,mixed_drift,est,-4.912905620095643,0.8181818181818182,0.7272727272727273,0.8181818181818182,PLEASE TELL ME ONE THING BARTLEY AT LEAST TELL ME THAT YOU BELIEVE I THOUGHT I WAS MAKING YOU HAPPY,PLEASE TELL ME WELL A ME  I BONY REU Y AHTE LASTLY THE ELMEN NEW E IF I THOUGHT I WAS NAMING TO HATTED I BEAS,0.95,0.34782608695652173,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/context/inference_full/est_wav/121-127105-0019_4446-2275-0029__T2__SCV2TTS__4446-4446-2275-0029__VOICE__121.wav
context,121-127105-0019_4446-2275-0029__T2__SCV2TTS__4446-4446-2275-0029__VOICE__121,mixed_drift,target_clean,-4.912905620095643,0.8181818181818182,0.7272727272727273,0.8181818181818182,PLEASE TELL ME ONE THING BARTLEY AT LEAST TELL ME THAT YOU BELIEVE I THOUGHT I WAS MAKING YOU HAPPY,PLEASE TELL ME ONE THING BARTLEY AT LEAST TELL ME THAT YOU BELIEVE I THOUGHT I WAS MAKING YOU HAPPY,0.0,1.0,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/121-127105-0019_4446-2275-0029__T2__SCV2TTS__4446-4446-2275-0029__VOICE__121.wav
context,121-127105-0019_4446-2275-0029__T2__SCV2TTS__4446-4446-2275-0029__VOICE__121,mixed_drift,synthetic_interferer,-4.912905620095643,0.8181818181818182,0.7272727272727273,0.8181818181818182,PLEASE TELL ME ONE THING BARTLEY AT LEAST TELL ME THAT YOU BELIEVE I THOUGHT I WAS MAKING YOU HAPPY,PIS TELAME EO I BOROLWI EIGHTI LAST TELLMANITE ITROBU B AHIB ATUACECO I B SMICANUO PIPUA,0.95,0.11111111111111112,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/121-127105-0019_4446-2275-0029__T2__SCV2TTS__4446-4446-2275-0029__VOICE__121.wav
context,672-122797-0029_6829-68769-0026__T1__SCV2TTS__672-672-122797-0029__VOICE__6829,mixed_drift,est,-10.509268945248676,1.0,1.0,0.5,HOW IT WILL SHINE THIS EVENING,ATEWISOF IVENONE,1.0,0.0,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/context/inference_full/est_wav/672-122797-0029_6829-68769-0026__T1__SCV2TTS__672-672-122797-0029__VOICE__6829.wav
context,672-122797-0029_6829-68769-0026__T1__SCV2TTS__672-672-122797-0029__VOICE__6829,mixed_drift,target_clean,-10.509268945248676,1.0,1.0,0.5,HOW IT WILL SHINE THIS EVENING,HOW IT WILL SHINE,0.3333333333333333,0.8,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/672-122797-0029_6829-68769-0026__T1__SCV2TTS__672-672-122797-0029__VOICE__6829.wav
context,672-122797-0029_6829-68769-0026__T1__SCV2TTS__672-672-122797-0029__VOICE__6829,mixed_drift,synthetic_interferer,-10.509268945248676,1.0,1.0,0.5,HOW IT WILL SHINE THIS EVENING,HATTI WOLZAS EVENINJI,1.0,0.0,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/672-122797-0029_6829-68769-0026__T1__SCV2TTS__672-672-122797-0029__VOICE__6829.wav
context,2094-142345-0012_4446-2275-0026__T2__SCV2TTS__4446-4446-2275-0026__VOICE__2094,mixed_drift,est,-6.6592762992425385,1.0,1.0,0.5,SHE CLOSED HER EYES AND TOOK A DEEP BREATH AS IF TO DRAW IN AGAIN THE FRAGRANCE OF THOSE DAYS,DO YOU SURE GER EYES THOSE SHE'LL DO ME DEAR EDWAN IN A VISIT EM I IN AG,0.95,0.2105263157894737,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/context/inference_full/est_wav/2094-142345-0012_4446-2275-0026__T2__SCV2TTS__4446-4446-2275-0026__VOICE__2094.wav
context,2094-142345-0012_4446-2275-0026__T2__SCV2TTS__4446-4446-2275-0026__VOICE__2094,mixed_drift,target_clean,-6.6592762992425385,1.0,1.0,0.5,SHE CLOSED HER EYES AND TOOK A DEEP BREATH AS IF TO DRAW IN AGAIN THE FRAGRANCE OF THOSE DAYS,SHE CLOSED HER EYES AND TOOK A DEEP BREATH AS IF TO DRAW IN AG,0.3,0.8,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/2094-142345-0012_4446-2275-0026__T2__SCV2TTS__4446-4446-2275-0026__VOICE__2094.wav
context,2094-142345-0012_4446-2275-0026__T2__SCV2TTS__4446-4446-2275-0026__VOICE__2094,mixed_drift,synthetic_interferer,-6.6592762992425385,1.0,1.0,0.5,SHE CLOSED HER EYES AND TOOK A DEEP BREATH AS IF TO DRAW IN AGAIN THE FRAGRANCE OF THOSE DAYS,DE YE STRAGGIN SHALL LEST CLOSE SO DO TI DEAR BERANI MEVEVEGE EFTERWARS,1.0,0.0,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/2094-142345-0012_4446-2275-0026__T2__SCV2TTS__4446-4446-2275-0026__VOICE__2094.wav
context,260-123440-0009_4970-29095-0017__T1__SCV2TTS__260-260-123440-0009__VOICE__4970,mixed_drift,est,-5.7784288399142705,1.0,1.0,0.5,I SHALL NEVER GET TO TWENTY AT THAT RATE,I HAVE NEVERDY TE TRICO,0.8888888888888888,0.14285714285714285,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/context/inference_full/est_wav/260-123440-0009_4970-29095-0017__T1__SCV2TTS__260-260-123440-0009__VOICE__4970.wav
context,260-123440-0009_4970-29095-0017__T1__SCV2TTS__260-260-123440-0009__VOICE__4970,mixed_drift,target_clean,-5.7784288399142705,1.0,1.0,0.5,I SHALL NEVER GET TO TWENTY AT THAT RATE,I SHALL NEVER GET TO TWENT,0.4444444444444444,0.6666666666666667,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/260-123440-0009_4970-29095-0017__T1__SCV2TTS__260-260-123440-0009__VOICE__4970.wav
context,260-123440-0009_4970-29095-0017__T1__SCV2TTS__260-260-123440-0009__VOICE__4970,mixed_drift,synthetic_interferer,-5.7784288399142705,1.0,1.0,0.5,I SHALL NEVER GET TO TWENTY AT THAT RATE,I SAIL AN RIGITTITTI THE CHOU,0.8888888888888888,0.13333333333333333,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/260-123440-0009_4970-29095-0017__T1__SCV2TTS__260-260-123440-0009__VOICE__4970.wav
context,6829-68771-0025_4992-41806-0004__T2__SCV2TTS__4992-4992-41806-0004__VOICE__6829,mixed_drift,est,-0.009301977020138547,1.0,1.0,0.5,BURN FIRE BURN FLICKER FLICKER FLAME,BUT I ANER NHED TERNII,1.0,0.0,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/context/inference_full/est_wav/6829-68771-0025_4992-41806-0004__T2__SCV2TTS__4992-4992-41806-0004__VOICE__6829.wav
context,6829-68771-0025_4992-41806-0004__T2__SCV2TTS__4992-4992-41806-0004__VOICE__6829,mixed_drift,target_clean,-0.009301977020138547,1.0,1.0,0.5,BURN FIRE BURN FLICKER FLICKER FLAME,BURN FIRE BURN,0.5,0.6666666666666666,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/6829-68771-0025_4992-41806-0004__T2__SCV2TTS__4992-4992-41806-0004__VOICE__6829.wav
context,6829-68771-0025_4992-41806-0004__T2__SCV2TTS__4992-4992-41806-0004__VOICE__6829,mixed_drift,synthetic_interferer,-0.009301977020138547,1.0,1.0,0.5,BURN FIRE BURN FLICKER FLICKER FLAME,BARFIRE BERAN A FLIG OFF A DIFFERENT,1.1666666666666667,0.0,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/6829-68771-0025_4992-41806-0004__T2__SCV2TTS__4992-4992-41806-0004__VOICE__6829.wav
usef,4446-2273-0023_260-123288-0011__T1__SCV2TTS__4446-4446-2273-0023__VOICE__260,extreme_failure,est,-23.452086604334216,1.0,1.0,0.09090909090909091,THE STRANGE WOMAN AND HER PASSIONATE SENTENCE THAT RANG OUT SO SHARPLY HAD FRIGHTENED THEM BOTH,CH T S T YAR OU KNOW MY ANDY LE AR HAIR AS ON Y T SENTENT RANG O,1.1875,0.05714285714285714,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/usef/inference_full/est_wav/4446-2273-0023_260-123288-0011__T1__SCV2TTS__4446-4446-2273-0023__VOICE__260.wav
usef,4446-2273-0023_260-123288-0011__T1__SCV2TTS__4446-4446-2273-0023__VOICE__260,extreme_failure,target_clean,-23.452086604334216,1.0,1.0,0.09090909090909091,THE STRANGE WOMAN AND HER PASSIONATE SENTENCE THAT RANG OUT SO SHARPLY HAD FRIGHTENED THEM BOTH,THE STRANGE WOMAN AND HER PASSIONATE SENTENCE THAT RANG OUT SO SHARPLY HAD FRIGHTENED THEM BOTH,0.0,1.0,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/4446-2273-0023_260-123288-0011__T1__SCV2TTS__4446-4446-2273-0023__VOICE__260.wav
