key,path,status,gen_text,gen_text_for_tts,target_text,interferer_text,target_spk,interferer_spk,pass_audio,sample_rate,duration,rms,peak,silence_rate,clip_rate_0p99,audio_error
1320-122617-0035_121-121726-0009__T1__SCV3FIX__VOICE-1320_CONTENT-121-121-121726-0009,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1320-122617-0035_121-121726-0009__T1__SCV3FIX__VOICE-1320_CONTENT-121-121-121726-0009__naturalized.wav,ok,HOTEL A PLACE WHERE A GUEST OFTEN GIVES UP GOOD DOLLARS FOR POOR QUARTERS,hotel a place where a guest often gives up good dollars for poor quarters.,THEN HEAVING A HEAVY SIGH PROBABLY AMONG THE LAST HE EVER DREW IN PINING FOR A CONDITION HE HAD SO LONG ABANDONED HE ADDED IT IS WHAT I WOULD WISH TO PRACTISE MYSELF AS ONE WITHOUT A CROSS OF BLOOD THOUGH IT IS NOT ALWAYS EASY TO DEAL WITH AN INDIAN AS YOU WOULD WITH A FELLOW CHRISTIAN,HOTEL A PLACE WHERE A GUEST OFTEN GIVES UP GOOD DOLLARS FOR POOR QUARTERS,1320,121,True,24000,3.744,0.05375367030501366,0.372833251953125,0.09058938746438747,0.0,
1320-122617-0036_237-134493-0012__T1__SCV3FIX__VOICE-1320_CONTENT-237-237-134493-0012,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1320-122617-0036_237-134493-0012__T1__SCV3FIX__VOICE-1320_CONTENT-237-237-134493-0012__naturalized.wav,ok,I GET WET TO MY KNEES WHEN I GO DOWN TO PICK CHERRIES,i get wet to my knees when i go down to pick cherries.,GOD BLESS YOU FRIEND I DO BELIEVE YOUR SCENT IS NOT GREATLY WRONG WHEN THE MATTER IS DULY CONSIDERED AND KEEPING ETERNITY BEFORE THE EYES THOUGH MUCH DEPENDS ON THE NATURAL GIFTS AND THE FORCE OF TEMPTATION,I GET WET TO MY KNEES WHEN I GO DOWN TO PICK CHERRIES,1320,237,True,24000,2.7306666666666666,0.048685938119888306,0.307830810546875,0.084136962890625,0.0,
1320-122617-0037_1221-135767-0018__T1__SCV3FIX__VOICE-1320_CONTENT-1221-1221-135767-0018,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1320-122617-0037_1221-135767-0018__T1__SCV3FIX__VOICE-1320_CONTENT-1221-1221-135767-0018__naturalized.wav,ok,LITTLE PEARL WHO WAS AS GREATLY PLEASED WITH THE GLEAMING ARMOUR AS SHE HAD BEEN WITH THE GLITTERING FRONTISPIECE OF THE HOUSE SPENT SOME TIME LOOKING INTO THE POLISHED MIRROR OF THE BREASTPLATE,little pearl who was as greatly pleased with the gleaming armour as she had been with the glittering frontispiece of the house spent some time looking into the polished mirror of the breastplate.,THE DELAWARE DOG HE SAID LEANING FORWARD AND PEERING THROUGH THE DIM LIGHT TO CATCH THE EXPRESSION OF THE OTHER'S FEATURES IS HE AFRAID,LITTLE PEARL WHO WAS AS GREATLY PLEASED WITH THE GLEAMING ARMOUR AS SHE HAD BEEN WITH THE GLITTERING FRONTISPIECE OF THE HOUSE SPENT SOME TIME LOOKING INTO THE POLISHED MIRROR OF THE BREASTPLATE,1320,1221,True,24000,9.909333333333333,0.04898430034518242,0.408966064453125,0.05020519375672766,0.0,
1320-122617-0037_1221-135767-0018__T2__SCV3FIX__VOICE-1221_CONTENT-1320-1320-122617-0037,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1320-122617-0037_1221-135767-0018__T2__SCV3FIX__VOICE-1221_CONTENT-1320-1320-122617-0037__naturalized.wav,ok,THE DELAWARE DOG HE SAID LEANING FORWARD AND PEERING THROUGH THE DIM LIGHT TO CATCH THE EXPRESSION OF THE OTHER'S FEATURES IS HE AFRAID,the delaware dog he said leaning forward and peering through the dim light to catch the expression of the other's features is he afraid.,LITTLE PEARL WHO WAS AS GREATLY PLEASED WITH THE GLEAMING ARMOUR AS SHE HAD BEEN WITH THE GLITTERING FRONTISPIECE OF THE HOUSE SPENT SOME TIME LOOKING INTO THE POLISHED MIRROR OF THE BREASTPLATE,THE DELAWARE DOG HE SAID LEANING FORWARD AND PEERING THROUGH THE DIM LIGHT TO CATCH THE EXPRESSION OF THE OTHER'S FEATURES IS HE AFRAID,1221,1320,True,24000,8.298666666666668,0.06396060436964035,0.63751220703125,0.06589411953727506,0.0,
1320-122617-0037_3570-5695-0009__T1__SCV3FIX__VOICE-1320_CONTENT-3570-3570-5695-0009,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1320-122617-0037_3570-5695-0009__T1__SCV3FIX__VOICE-1320_CONTENT-3570-3570-5695-0009__naturalized.wav,ok,EACH WILL THEREFORE SERVE ABOUT EQUALLY WELL DURING THE EARLIER STAGES OF SOCIAL GROWTH,each will therefore serve about equally well during the earlier stages of social growth.,THE DELAWARE DOG HE SAID LEANING FORWARD AND PEERING THROUGH THE DIM LIGHT TO CATCH THE EXPRESSION OF THE OTHER'S FEATURES IS HE AFRAID,EACH WILL THEREFORE SERVE ABOUT EQUALLY WELL DURING THE EARLIER STAGES OF SOCIAL GROWTH,1320,3570,True,24000,4.458666666666667,0.048936329782009125,0.301666259765625,0.06299529007177034,0.0,
1320-122617-0037_3570-5695-0009__T2__SCV3FIX__VOICE-3570_CONTENT-1320-1320-122617-0037,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1320-122617-0037_3570-5695-0009__T2__SCV3FIX__VOICE-3570_CONTENT-1320-1320-122617-0037__naturalized.wav,ok,THE DELAWARE DOG HE SAID LEANING FORWARD AND PEERING THROUGH THE DIM LIGHT TO CATCH THE EXPRESSION OF THE OTHER'S FEATURES IS HE AFRAID,the delaware dog he said leaning forward and peering through the dim light to catch the expression of the other's features is he afraid.,EACH WILL THEREFORE SERVE ABOUT EQUALLY WELL DURING THE EARLIER STAGES OF SOCIAL GROWTH,THE DELAWARE DOG HE SAID LEANING FORWARD AND PEERING THROUGH THE DIM LIGHT TO CATCH THE EXPRESSION OF THE OTHER'S FEATURES IS HE AFRAID,3570,1320,True,24000,7.754666666666667,0.06882389634847641,0.497650146484375,0.07489038858321871,0.0,
1320-122617-0040_1580-141083-0023__T1__SCV3FIX__VOICE-1320_CONTENT-1580-1580-141083-0023,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1320-122617-0040_1580-141083-0023__T1__SCV3FIX__VOICE-1320_CONTENT-1580-1580-141083-0023__naturalized.wav,ok,ONE COULD HARDLY HOPE FOR ANY UPON SO DRY A DAY,one could hardly hope for any upon so dry a day.,HE HAD NO OCCASION TO DELAY FOR AT THE NEXT INSTANT A BURST OF CRIES FILLED THE OUTER AIR AND RAN ALONG THE WHOLE EXTENT OF THE VILLAGE,ONE COULD HARDLY HOPE FOR ANY UPON SO DRY A DAY,1320,1580,True,24000,2.421333333333333,0.05798358470201492,0.393096923828125,0.09889523678414097,0.0,
1320-122617-0040_1580-141083-0023__T2__SCV3FIX__VOICE-1580_CONTENT-1320-1320-122617-0040,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1320-122617-0040_1580-141083-0023__T2__SCV3FIX__VOICE-1580_CONTENT-1320-1320-122617-0040__naturalized.wav,ok,HE HAD NO OCCASION TO DELAY FOR AT THE NEXT INSTANT A BURST OF CRIES FILLED THE OUTER AIR AND RAN ALONG THE WHOLE EXTENT OF THE VILLAGE,he had no occasion to delay for at the next instant a burst of cries filled the outer air and ran along the whole extent of the village.,ONE COULD HARDLY HOPE FOR ANY UPON SO DRY A DAY,HE HAD NO OCCASION TO DELAY FOR AT THE NEXT INSTANT A BURST OF CRIES FILLED THE OUTER AIR AND RAN ALONG THE WHOLE EXTENT OF THE VILLAGE,1580,1320,True,24000,5.866666666666666,0.05340689793229103,0.6370849609375,0.05471590909090909,0.0,
1320-122617-0040_8224-274381-0007__T1__SCV3FIX__VOICE-1320_CONTENT-8224-8224-274381-0007,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1320-122617-0040_8224-274381-0007__T1__SCV3FIX__VOICE-1320_CONTENT-8224-8224-274381-0007__naturalized.wav,ok,BY QUICK MARCHES THROUGH THESE INACCESSIBLE MOUNTAINS THAT GENERAL FREED HIMSELF FROM THE SUPERIOR FORCES OF THE COVENANTERS,by quick marches through these inaccessible mountains that general freed himself from the superior forces of the covenanters.,HE HAD NO OCCASION TO DELAY FOR AT THE NEXT INSTANT A BURST OF CRIES FILLED THE OUTER AIR AND RAN ALONG THE WHOLE EXTENT OF THE VILLAGE,BY QUICK MARCHES THROUGH THESE INACCESSIBLE MOUNTAINS THAT GENERAL FREED HIMSELF FROM THE SUPERIOR FORCES OF THE COVENANTERS,1320,8224,True,24000,6.346666666666667,0.04375119507312775,0.400543212890625,0.06317620798319327,0.0,
1320-122617-0040_8224-274381-0007__T2__SCV3FIX__VOICE-8224_CONTENT-1320-1320-122617-0040,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1320-122617-0040_8224-274381-0007__T2__SCV3FIX__VOICE-8224_CONTENT-1320-1320-122617-0040__naturalized.wav,ok,HE HAD NO OCCASION TO DELAY FOR AT THE NEXT INSTANT A BURST OF CRIES FILLED THE OUTER AIR AND RAN ALONG THE WHOLE EXTENT OF THE VILLAGE,he had no occasion to delay for at the next instant a burst of cries filled the outer air and ran along the whole extent of the village.,BY QUICK MARCHES THROUGH THESE INACCESSIBLE MOUNTAINS THAT GENERAL FREED HIMSELF FROM THE SUPERIOR FORCES OF THE COVENANTERS,HE HAD NO OCCASION TO DELAY FOR AT THE NEXT INSTANT A BURST OF CRIES FILLED THE OUTER AIR AND RAN ALONG THE WHOLE EXTENT OF THE VILLAGE,8224,1320,True,24000,10.101333333333333,0.08270106464624405,0.60736083984375,0.07047336985216474,0.0,
1320-122617-0041_1580-141083-0003__T1__SCV3FIX__VOICE-1320_CONTENT-1580-1580-141083-0003,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1320-122617-0041_1580-141083-0003__T1__SCV3FIX__VOICE-1320_CONTENT-1580-1580-141083-0003__naturalized.wav,ok,WITHOUT HIS SCRAPBOOKS HIS CHEMICALS AND HIS HOMELY UNTIDINESS HE WAS AN UNCOMFORTABLE MAN,without his scrapbooks his chemicals and his homely untidiness he was an uncomfortable man.,UNCAS CAST HIS SKIN AND STEPPED FORTH IN HIS OWN BEAUTIFUL PROPORTIONS,WITHOUT HIS SCRAPBOOKS HIS CHEMICALS AND HIS HOMELY UNTIDINESS HE WAS AN UNCOMFORTABLE MAN,1320,1580,True,24000,4.618666666666667,0.048900969326496124,0.410614013671875,0.059955975750577366,0.0,
1320-122617-0041_1580-141083-0003__T2__SCV3FIX__VOICE-1580_CONTENT-1320-1320-122617-0041,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1320-122617-0041_1580-141083-0003__T2__SCV3FIX__VOICE-1580_CONTENT-1320-1320-122617-0041__naturalized.wav,ok,UNCAS CAST HIS SKIN AND STEPPED FORTH IN HIS OWN BEAUTIFUL PROPORTIONS,uncas cast his skin and stepped forth in his own beautiful proportions.,WITHOUT HIS SCRAPBOOKS HIS CHEMICALS AND HIS HOMELY UNTIDINESS HE WAS AN UNCOMFORTABLE MAN,UNCAS CAST HIS SKIN AND STEPPED FORTH IN HIS OWN BEAUTIFUL PROPORTIONS,1580,1320,True,24000,3.0613333333333332,0.04230066388845444,0.654876708984375,0.09712543554006968,0.0,
1580-141083-0000_7729-102255-0030__T1__SCV3FIX__VOICE-1580_CONTENT-7729-7729-102255-0030,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1580-141083-0000_7729-102255-0030__T1__SCV3FIX__VOICE-1580_CONTENT-7729-7729-102255-0030__naturalized.wav,ok,HE SUMMONED HALF A DOZEN CITIZENS TO JOIN HIS POSSE WHO FOLLOWED OBEYED AND ASSISTED HIM,he summoned half a dozen citizens to join his posse who followed obeyed and assisted him.,I WILL ENDEAVOUR IN MY STATEMENT TO AVOID SUCH TERMS AS WOULD SERVE TO LIMIT THE EVENTS TO ANY PARTICULAR PLACE OR GIVE A CLUE AS TO THE PEOPLE CONCERNED,HE SUMMONED HALF A DOZEN CITIZENS TO JOIN HIS POSSE WHO FOLLOWED OBEYED AND ASSISTED HIM,1580,7729,True,24000,3.84,0.04592340067028999,0.760040283203125,0.07065972222222222,0.0,
1580-141083-0000_7729-102255-0030__T2__SCV3FIX__VOICE-7729_CONTENT-1580-1580-141083-0000,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1580-141083-0000_7729-102255-0030__T2__SCV3FIX__VOICE-7729_CONTENT-1580-1580-141083-0000__naturalized.wav,ok,I WILL ENDEAVOUR IN MY STATEMENT TO AVOID SUCH TERMS AS WOULD SERVE TO LIMIT THE EVENTS TO ANY PARTICULAR PLACE OR GIVE A CLUE AS TO THE PEOPLE CONCERNED,i will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned.,HE SUMMONED HALF A DOZEN CITIZENS TO JOIN HIS POSSE WHO FOLLOWED OBEYED AND ASSISTED HIM,I WILL ENDEAVOUR IN MY STATEMENT TO AVOID SUCH TERMS AS WOULD SERVE TO LIMIT THE EVENTS TO ANY PARTICULAR PLACE OR GIVE A CLUE AS TO THE PEOPLE CONCERNED,7729,1580,True,24000,10.453333333333333,0.07811851054430008,0.7542724609375,0.062248883928571426,0.0,
1580-141083-0001_3729-6852-0024__T1__SCV3FIX__VOICE-1580_CONTENT-3729-3729-6852-0024,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1580-141083-0001_3729-6852-0024__T1__SCV3FIX__VOICE-1580_CONTENT-3729-3729-6852-0024__naturalized.wav,ok,I SEE A CROWD IN ONE CORNER OF THE GARDEN EVERYBODY STANDING STILL AND LOOKING UP,i see a crowd in one corner of the garden everybody standing still and looking up.,I HAD ALWAYS KNOWN HIM TO BE RESTLESS IN HIS MANNER BUT ON THIS PARTICULAR OCCASION HE WAS IN SUCH A STATE OF UNCONTROLLABLE AGITATION THAT IT WAS CLEAR SOMETHING VERY UNUSUAL HAD OCCURRED,I SEE A CROWD IN ONE CORNER OF THE GARDEN EVERYBODY STANDING STILL AND LOOKING UP,1580,3729,True,24000,3.530666666666667,0.03556343540549278,0.571319580078125,0.09589784743202417,0.0,
1580-141083-0001_3729-6852-0024__T2__SCV3FIX__VOICE-3729_CONTENT-1580-1580-141083-0001,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1580-141083-0001_3729-6852-0024__T2__SCV3FIX__VOICE-3729_CONTENT-1580-1580-141083-0001__naturalized.wav,ok,I HAD ALWAYS KNOWN HIM TO BE RESTLESS IN HIS MANNER BUT ON THIS PARTICULAR OCCASION HE WAS IN SUCH A STATE OF UNCONTROLLABLE AGITATION THAT IT WAS CLEAR SOMETHING VERY UNUSUAL HAD OCCURRED,i had always known him to be restless in his manner but on this particular occasion he was in such a state of uncontrollable agitation that it was clear something very unusual had occurred.,I SEE A CROWD IN ONE CORNER OF THE GARDEN EVERYBODY STANDING STILL AND LOOKING UP,I HAD ALWAYS KNOWN HIM TO BE RESTLESS IN HIS MANNER BUT ON THIS PARTICULAR OCCASION HE WAS IN SUCH A STATE OF UNCONTROLLABLE AGITATION THAT IT WAS CLEAR SOMETHING VERY UNUSUAL HAD OCCURRED,3729,1580,True,24000,13.333333333333334,0.0449528731405735,0.466796875,0.028815625,0.0,
1580-141083-0002_1188-133604-0037__T2__SCV3FIX__VOICE-1188_CONTENT-1580-1580-141083-0002,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1580-141083-0002_1188-133604-0037__T2__SCV3FIX__VOICE-1188_CONTENT-1580-1580-141083-0002__naturalized.wav,ok,MY FRIEND'S TEMPER HAD NOT IMPROVED SINCE HE HAD BEEN DEPRIVED OF THE CONGENIAL SURROUNDINGS OF BAKER STREET,my friend's temper had not improved since he had been deprived of the congenial surroundings of baker street.,EVERY LINE IN WHICH THE MASTER TRACES IT EVEN WHERE SEEMINGLY NEGLIGENT IS LOVELY AND SET DOWN WITH A MEDITATIVE CALMNESS WHICH MAKES THESE TWO ETCHINGS CAPABLE OF BEING PLACED BESIDE THE MOST TRANQUIL WORK OF HOLBEIN OR DUERER,MY FRIEND'S TEMPER HAD NOT IMPROVED SINCE HE HAD BEEN DEPRIVED OF THE CONGENIAL SURROUNDINGS OF BAKER STREET,1188,1580,True,24000,9.301333333333334,0.036182958632707596,0.37322998046875,0.07628386611238532,0.0,
1580-141083-0004_260-123286-0019__T1__SCV3FIX__VOICE-1580_CONTENT-260-260-123286-0019,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1580-141083-0004_260-123286-0019__T1__SCV3FIX__VOICE-1580_CONTENT-260-260-123286-0019__naturalized.wav,ok,I SUPPOSE PROFESSOR LIEDENBROCK WAS OF MY OPINION TOO AND EVEN SHARED MY FEARS FOR AFTER HAVING EXAMINED THE PICK HIS EYES TRAVERSED THE OCEAN FROM SIDE TO SIDE,i suppose professor liedenbrock was of my opinion too and even shared my fears for after having examined the pick his eyes traversed the ocean from side to side.,I HAD TO READ IT OVER CAREFULLY AS THE TEXT MUST BE ABSOLUTELY CORRECT,I SUPPOSE PROFESSOR LIEDENBROCK WAS OF MY OPINION TOO AND EVEN SHARED MY FEARS FOR AFTER HAVING EXAMINED THE PICK HIS EYES TRAVERSED THE OCEAN FROM SIDE TO SIDE,1580,260,True,24000,6.954666666666666,0.040698565542697906,0.447509765625,0.042267781825153374,0.0,
1580-141083-0004_260-123286-0019__T2__SCV3FIX__VOICE-260_CONTENT-1580-1580-141083-0004,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1580-141083-0004_260-123286-0019__T2__SCV3FIX__VOICE-260_CONTENT-1580-1580-141083-0004__naturalized.wav,ok,I HAD TO READ IT OVER CAREFULLY AS THE TEXT MUST BE ABSOLUTELY CORRECT,i had to read it over carefully as the text must be absolutely correct.,I SUPPOSE PROFESSOR LIEDENBROCK WAS OF MY OPINION TOO AND EVEN SHARED MY FEARS FOR AFTER HAVING EXAMINED THE PICK HIS EYES TRAVERSED THE OCEAN FROM SIDE TO SIDE,I HAD TO READ IT OVER CAREFULLY AS THE TEXT MUST BE ABSOLUTELY CORRECT,260,1580,True,24000,4.778666666666667,0.07193958014249802,0.45684814453125,0.09108189174107142,0.0,
1580-141083-0004_4446-2273-0007__T1__SCV3FIX__VOICE-1580_CONTENT-4446-4446-2273-0007,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1580-141083-0004_4446-2273-0007__T1__SCV3FIX__VOICE-1580_CONTENT-4446-4446-2273-0007__naturalized.wav,ok,THOSE FELLOWS ARE ALL VERY LOYAL EVEN MAINHALL,those fellows are all very loyal even mainhall.,I HAD TO READ IT OVER CAREFULLY AS THE TEXT MUST BE ABSOLUTELY CORRECT,THOSE FELLOWS ARE ALL VERY LOYAL EVEN MAINHALL,1580,4446,True,24000,2.016,0.061059243977069855,0.499237060546875,0.12923693783068782,0.0,
1580-141083-0004_4446-2273-0007__T2__SCV3FIX__VOICE-4446_CONTENT-1580-1580-141083-0004,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1580-141083-0004_4446-2273-0007__T2__SCV3FIX__VOICE-4446_CONTENT-1580-1580-141083-0004__naturalized.wav,ok,I HAD TO READ IT OVER CAREFULLY AS THE TEXT MUST BE ABSOLUTELY CORRECT,i had to read it over carefully as the text must be absolutely correct.,THOSE FELLOWS ARE ALL VERY LOYAL EVEN MAINHALL,I HAD TO READ IT OVER CAREFULLY AS THE TEXT MUST BE ABSOLUTELY CORRECT,4446,1580,True,24000,3.1573333333333333,0.05272524058818817,0.366790771484375,0.08740234375,0.0,
1580-141083-0006_6829-68771-0014__T1__SCV3FIX__VOICE-1580_CONTENT-6829-6829-68771-0014,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1580-141083-0006_6829-68771-0014__T1__SCV3FIX__VOICE-1580_CONTENT-6829-6829-68771-0014__naturalized.wav,ok,WE OUGHT TO HAVE MORE ATTENDANTS BETH SAID LOUISE APPROACHING HER COUSIN,we ought to have more attendants beth said louise approaching her cousin.,THE ONLY DUPLICATE WHICH EXISTED SO FAR AS I KNEW WAS THAT WHICH BELONGED TO MY SERVANT BANNISTER A MAN WHO HAS LOOKED AFTER MY ROOM FOR TEN YEARS AND WHOSE HONESTY IS ABSOLUTELY ABOVE SUSPICION,WE OUGHT TO HAVE MORE ATTENDANTS BETH SAID LOUISE APPROACHING HER COUSIN,1580,6829,True,24000,3.1466666666666665,0.04037027806043625,0.5787353515625,0.14666313559322033,0.0,
1580-141083-0006_7176-88083-0024__T1__SCV3FIX__VOICE-1580_CONTENT-7176-7176-88083-0024,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1580-141083-0006_7176-88083-0024__T1__SCV3FIX__VOICE-1580_CONTENT-7176-7176-88083-0024__naturalized.wav,ok,THE LAST DROP FLY AS LUCK WOULD HAVE IT CAUGHT JUST IN THE CORNER OF THE HAWK'S ANGRILY OPEN BEAK HOOKING ITSELF FIRMLY,the last drop fly as luck would have it caught just in the corner of the hawk's angrily open beak hooking itself firmly.,THE ONLY DUPLICATE WHICH EXISTED SO FAR AS I KNEW WAS THAT WHICH BELONGED TO MY SERVANT BANNISTER A MAN WHO HAS LOOKED AFTER MY ROOM FOR TEN YEARS AND WHOSE HONESTY IS ABSOLUTELY ABOVE SUSPICION,THE LAST DROP FLY AS LUCK WOULD HAVE IT CAUGHT JUST IN THE CORNER OF THE HAWK'S ANGRILY OPEN BEAK HOOKING ITSELF FIRMLY,1580,7176,True,24000,5.173333333333333,0.05349637567996979,0.68341064453125,0.09923485824742267,0.0,
1580-141083-0008_1284-1181-0002__T1__SCV3FIX__VOICE-1580_CONTENT-1284-1284-1181-0002,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1580-141083-0008_1284-1181-0002__T1__SCV3FIX__VOICE-1580_CONTENT-1284-1284-1181-0002__naturalized.wav,ok,THE HEAD OF THE PATCHWORK GIRL WAS THE MOST CURIOUS PART OF HER,the head of the patchwork girl was the most curious part of her.,THE PROOF WAS IN THREE LONG SLIPS I HAD LEFT THEM ALL TOGETHER,THE HEAD OF THE PATCHWORK GIRL WAS THE MOST CURIOUS PART OF HER,1580,1284,True,24000,2.752,0.044225435703992844,0.61871337890625,0.12793725775193798,0.0,
1580-141083-0008_1284-1181-0002__T2__SCV3FIX__VOICE-1284_CONTENT-1580-1580-141083-0008,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1580-141083-0008_1284-1181-0002__T2__SCV3FIX__VOICE-1284_CONTENT-1580-1580-141083-0008__naturalized.wav,ok,THE PROOF WAS IN THREE LONG SLIPS I HAD LEFT THEM ALL TOGETHER,the proof was in three long slips i had left them all together.,THE HEAD OF THE PATCHWORK GIRL WAS THE MOST CURIOUS PART OF HER,THE PROOF WAS IN THREE LONG SLIPS I HAD LEFT THEM ALL TOGETHER,1284,1580,True,24000,3.562666666666667,0.0668344646692276,0.459197998046875,0.15865924401197604,0.0,
1580-141083-0008_4507-16021-0029__T1__SCV3FIX__VOICE-1580_CONTENT-4507-4507-16021-0029,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1580-141083-0008_4507-16021-0029__T1__SCV3FIX__VOICE-1580_CONTENT-4507-4507-16021-0029__naturalized.wav,ok,TO THIS WE REPLY IN ONE WORD ONLY,to this we reply in one word only.,THE PROOF WAS IN THREE LONG SLIPS I HAD LEFT THEM ALL TOGETHER,TO THIS WE REPLY IN ONE WORD ONLY,1580,4507,True,24000,1.4506666666666668,0.029357902705669403,0.267822265625,0.15892118566176472,0.0,
1580-141083-0008_4507-16021-0029__T2__SCV3FIX__VOICE-4507_CONTENT-1580-1580-141083-0008,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1580-141083-0008_4507-16021-0029__T2__SCV3FIX__VOICE-4507_CONTENT-1580-1580-141083-0008__naturalized.wav,ok,THE PROOF WAS IN THREE LONG SLIPS I HAD LEFT THEM ALL TOGETHER,the proof was in three long slips i had left them all together.,TO THIS WE REPLY IN ONE WORD ONLY,THE PROOF WAS IN THREE LONG SLIPS I HAD LEFT THEM ALL TOGETHER,4507,1580,True,24000,6.336,0.060424987226724625,0.4488525390625,0.18387652567340068,0.0,
1580-141083-0008_5142-33396-0056__T1__SCV3FIX__VOICE-1580_CONTENT-5142-5142-33396-0056,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1580-141083-0008_5142-33396-0056__T1__SCV3FIX__VOICE-1580_CONTENT-5142-5142-33396-0056__naturalized.wav,ok,HERE THEY SAID IS A RASCAL WHO HAS BEEN HARRYING OUR COASTS,here they said is a rascal who has been harrying our coasts.,THE PROOF WAS IN THREE LONG SLIPS I HAD LEFT THEM ALL TOGETHER,HERE THEY SAID IS A RASCAL WHO HAS BEEN HARRYING OUR COASTS,1580,5142,True,24000,2.5813333333333333,0.06257627159357071,0.792633056640625,0.09938339359504132,0.0,
1580-141083-0008_5142-33396-0056__T2__SCV3FIX__VOICE-5142_CONTENT-1580-1580-141083-0008,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1580-141083-0008_5142-33396-0056__T2__SCV3FIX__VOICE-5142_CONTENT-1580-1580-141083-0008__naturalized.wav,ok,THE PROOF WAS IN THREE LONG SLIPS I HAD LEFT THEM ALL TOGETHER,the proof was in three long slips i had left them all together.,HERE THEY SAID IS A RASCAL WHO HAS BEEN HARRYING OUR COASTS,THE PROOF WAS IN THREE LONG SLIPS I HAD LEFT THEM ALL TOGETHER,5142,1580,True,24000,3.0613333333333332,0.046682197600603104,0.423828125,0.09449858449477352,0.0,
